order_id,time_of_day,traffic_condition,traffic_delay
6019,Morning,Low,5
6020,Morning,Low,5
6021,Afternoon,Low,5
6022,Morning,Low,5
6023,Afternoon,Low,5
6024,Evening,Medium,20
6025,Morning,High,15
6026,Evening,High,30
6027,Evening,High,30
6028,Afternoon,Low,5
6029,Evening,High,30
6030,Evening,High,30
6031,Afternoon,Medium,10
6032,Morning,Medium,10
6033,Afternoon,Medium,10
6034,Afternoon,Medium,10
6035,Evening,Medium,20
6036,Afternoon,Low,5
6037,Evening,Low,10
6038,Afternoon,Low,5
6039,Morning,Low,5
6040,Afternoon,Low,5
6041,Evening,Low,10
6042,Evening,Medium,20
6043,Evening,High,30
6044,Afternoon,Low,5
6045,Afternoon,Medium,10
6046,Morning,Medium,10
6047,Morning,Low,5
6048,Afternoon,Medium,10
6049,Morning,High,15
6050,Evening,Medium,20
6051,Afternoon,Low,5
6052,Afternoon,Medium,10
6053,Morning,Medium,10
6054,Evening,Low,10
6055,Afternoon,Low,5
6056,Afternoon,Low,5
6057,Morning,Low,5
6058,Afternoon,Medium,10
6059,Afternoon,Low,5
6060,Morning,Medium,10
6061,Afternoon,Low,5
6062,Morning,Low,5
6063,Afternoon,Medium,10
6064,Afternoon,Low,5
6065,Morning,Low,5
6066,Morning,Low,5
6067,Evening,Low,10
6068,Evening,High,30
6069,Morning,High,15
6070,Morning,Low,5
6071,Morning,Low,5
6072,Evening,Medium,20
6073,Afternoon,Low,5
6074,Morning,Medium,10
6075,Evening,Low,10
6076,Evening,Medium,20
6077,Morning,Medium,10
6078,Afternoon,Low,5
6079,Afternoon,Low,5
6080,Afternoon,Low,5
6081,Morning,Medium,10
6082,Evening,High,30
6083,Morning,High,15
6084,Afternoon,Medium,10
6085,Morning,Low,5
6086,Afternoon,Medium,10
6087,Afternoon,Low,5
6088,Morning,Medium,10
6089,Morning,Low,5
6090,Afternoon,Medium,10
6091,Morning,High,15
6092,Evening,High,30
6093,Evening,Medium,20
6094,Afternoon,Medium,10
6095,Evening,Low,10
6096,Afternoon,Medium,10
6097,Afternoon,Medium,10
6098,Morning,Low,5
6099,Evening,Medium,20
6100,Afternoon,Medium,10
6101,Evening,Medium,20
6102,Morning,Medium,10
6103,Morning,Low,5
6104,Morning,Low,5
6105,Evening,Medium,20
6106,Evening,Medium,20
6107,Evening,Medium,20
6108,Evening,Medium,20
6109,Morning,Low,5
6110,Morning,Low,5
6111,Afternoon,Medium,10
6112,Evening,Medium,20
6113,Morning,Low,5
6114,Evening,High,30
6115,Evening,Medium,20
6116,Morning,Medium,10
6117,Morning,Medium,10
6118,Morning,Low,5
6119,Afternoon,Medium,10
6120,Evening,High,30
6121,Afternoon,Medium,10
6122,Afternoon,Medium,10
6123,Afternoon,Low,5
6124,Morning,Low,5
6125,Evening,High,30
6126,Afternoon,Low,5
6127,Evening,Medium,20
6128,Afternoon,Medium,10
6129,Morning,High,15
6130,Morning,High,15
6131,Morning,Medium,10
6132,Afternoon,Low,5
6133,Evening,High,30
6134,Morning,Low,5
6135,Morning,Low,5
6136,Afternoon,Low,5
6137,Afternoon,Low,5
6138,Morning,High,15
6139,Morning,Medium,10
6140,Evening,High,30
6141,Afternoon,Low,5
6142,Afternoon,Low,5
6143,Morning,Low,5
6144,Afternoon,Medium,10
6145,Morning,Low,5
6146,Morning,Low,5
6147,Afternoon,Medium,10
6148,Morning,Low,5
6149,Morning,Medium,10
6150,Afternoon,Low,5
6151,Morning,Low,5
6152,Evening,High,30
6153,Afternoon,Medium,10
6154,Afternoon,Medium,10
6155,Evening,Medium,20
6156,Afternoon,Medium,10
6157,Evening,Medium,20
6158,Afternoon,Medium,10
6159,Morning,Medium,10
6160,Evening,High,30
6161,Evening,Medium,20
6162,Afternoon,Low,5
6163,Evening,High,30
6164,Morning,Low,5
6165,Afternoon,Medium,10
6166,Afternoon,Medium,10
6167,Morning,High,15
6168,Morning,Medium,10
6169,Evening,Low,10
6170,Evening,High,30
6171,Morning,High,15
6172,Morning,Low,5
6173,Afternoon,Low,5
6174,Morning,Medium,10
6175,Evening,Medium,20
6176,Morning,Low,5
6177,Afternoon,Low,5
6178,Morning,Low,5
6179,Morning,Low,5
6180,Afternoon,Low,5
6181,Evening,High,30
6182,Afternoon,Low,5
6183,Morning,Medium,10
6184,Morning,Low,5
6185,Evening,Medium,20
6186,Afternoon,Medium,10
6187,Evening,Medium,20
6188,Evening,Low,10
6189,Evening,Low,10
6190,Afternoon,Low,5
6191,Evening,Low,10
6192,Morning,High,15
6193,Evening,Low,10
6194,Afternoon,Low,5
6195,Afternoon,Medium,10
6196,Evening,Low,10
6197,Afternoon,Low,5
6198,Morning,Medium,10
6199,Afternoon,Low,5
6200,Evening,High,30
6201,Morning,Medium,10
6202,Afternoon,Low,5
6203,Evening,Medium,20
6204,Evening,Medium,20
6205,Evening,Low,10
6206,Afternoon,Medium,10
6207,Morning,Low,5
6208,Afternoon,Low,5
6209,Morning,Low,5
6210,Morning,Medium,10
6211,Evening,High,30
6212,Afternoon,Medium,10
6213,Morning,Low,5
6214,Afternoon,Low,5
6215,Morning,Low,5
6216,Afternoon,Medium,10
6217,Evening,Low,10
6218,Afternoon,Low,5
6219,Evening,Medium,20
6220,Evening,Low,10
6221,Afternoon,Medium,10
6222,Afternoon,Low,5
6223,Evening,High,30
6224,Evening,High,30
6225,Afternoon,Low,5
6226,Afternoon,Low,5
6227,Evening,Medium,20
6228,Morning,High,15
6229,Afternoon,Low,5
6230,Evening,High,30
6231,Morning,Low,5
6232,Morning,Medium,10
6233,Morning,High,15
6234,Afternoon,Medium,10
6235,Afternoon,Medium,10
6236,Evening,Medium,20
6237,Afternoon,Low,5
6238,Morning,High,15
6239,Evening,High,30
6240,Morning,Low,5
6241,Morning,Medium,10
6242,Morning,Low,5
6243,Afternoon,Low,5
6244,Morning,Medium,10
6245,Morning,Low,5
6246,Afternoon,Low,5
6247,Afternoon,Low,5
6248,Evening,Low,10
6249,Evening,Low,10
6250,Morning,Low,5
6251,Afternoon,Low,5
6252,Evening,Medium,20
6253,Afternoon,Low,5
6254,Morning,Medium,10
6255,Afternoon,Low,5
6256,Afternoon,Low,5
6257,Morning,Medium,10
6258,Afternoon,Medium,10
6259,Afternoon,Medium,10
6260,Evening,Medium,20
6261,Morning,High,15
6262,Afternoon,Low,5
6263,Afternoon,Low,5
6264,Evening,Low,10
6265,Morning,Medium,10
6266,Evening,Medium,20
6267,Afternoon,Low,5
6268,Afternoon,Medium,10
6269,Afternoon,Low,5
6270,Morning,Low,5
6271,Afternoon,Low,5
6272,Morning,High,15
6273,Afternoon,Low,5
6274,Evening,High,30
6275,Morning,Medium,10
6276,Evening,Medium,20
6277,Evening,High,30
6278,Evening,High,30
6279,Afternoon,Medium,10
6280,Afternoon,Low,5
6281,Afternoon,Low,5
6282,Afternoon,Low,5
6283,Evening,Medium,20
6284,Morning,Low,5
6285,Morning,Low,5
6286,Afternoon,Low,5
6287,Morning,Low,5
6288,Afternoon,Medium,10
6289,Afternoon,Low,5
6290,Evening,High,30
6291,Evening,Low,10
6292,Morning,Low,5
6293,Afternoon,Low,5
6294,Evening,Medium,20
6295,Afternoon,Low,5
6296,Afternoon,Low,5
6297,Evening,High,30
6298,Evening,Medium,20
6299,Afternoon,Low,5
6300,Afternoon,Low,5
6301,Evening,High,30
6302,Morning,Low,5
6303,Morning,Medium,10
6304,Evening,High,30
6305,Afternoon,Low,5
6306,Afternoon,Low,5
6307,Afternoon,Low,5
6308,Afternoon,Medium,10
6309,Evening,High,30
6310,Afternoon,Low,5
6311,Morning,High,15
6312,Afternoon,Low,5
6313,Morning,Medium,10
6314,Morning,Low,5
6315,Morning,Low,5
6316,Morning,Low,5
6317,Evening,High,30
6318,Afternoon,Low,5
6319,Afternoon,Low,5
6320,Afternoon,Medium,10
6321,Morning,Medium,10
6322,Morning,Low,5
6323,Afternoon,Low,5
6324,Morning,Medium,10
6325,Evening,Medium,20
6326,Afternoon,Medium,10
6327,Morning,High,15
6328,Morning,Low,5
6329,Morning,Low,5
6330,Evening,High,30
6331,Morning,Low,5
6332,Afternoon,Medium,10
6333,Morning,High,15
6334,Afternoon,Low,5
6335,Afternoon,Low,5
6336,Morning,Low,5
6337,Afternoon,Low,5
6338,Morning,Low,5
6339,Morning,Low,5
6340,Afternoon,Low,5
6341,Afternoon,Medium,10
6342,Morning,High,15
6343,Afternoon,Low,5
6344,Afternoon,Low,5
6345,Evening,Low,10
6346,Morning,Low,5
6347,Evening,Medium,20
6348,Evening,Medium,20
6349,Morning,Low,5
6350,Evening,High,30
6351,Afternoon,Low,5
6352,Morning,Low,5
6353,Afternoon,Low,5
6354,Evening,Medium,20
6355,Evening,Medium,20
6356,Afternoon,Low,5
6357,Evening,High,30
6358,Morning,Low,5
6359,Afternoon,Low,5
6360,Afternoon,Low,5
6361,Evening,Medium,20
6362,Afternoon,Medium,10
6363,Morning,High,15
6364,Evening,High,30
6365,Afternoon,Medium,10
6366,Afternoon,Medium,10
6367,Morning,Low,5
6368,Afternoon,Low,5
6369,Evening,Medium,20
6370,Afternoon,Low,5
6371,Morning,Low,5
6372,Morning,Medium,10
6373,Evening,High,30
6374,Afternoon,Low,5
6375,Afternoon,Medium,10
6376,Evening,High,30
6377,Afternoon,Low,5
6378,Afternoon,Low,5
6379,Morning,Medium,10
6380,Afternoon,Low,5
6381,Morning,Low,5
6382,Afternoon,Medium,10
6383,Morning,High,15
6384,Afternoon,Low,5
6385,Afternoon,Low,5
6386,Evening,Medium,20
6387,Afternoon,Medium,10
6388,Morning,High,15
6389,Evening,Low,10
6390,Afternoon,Low,5
6391,Afternoon,Medium,10
6392,Morning,Medium,10
6393,Morning,Low,5
6394,Evening,Medium,20
6395,Afternoon,Medium,10
6396,Evening,Low,10
6397,Afternoon,Low,5
6398,Afternoon,Low,5
6399,Morning,Low,5
6400,Morning,Low,5
6401,Afternoon,Low,5
6402,Afternoon,Medium,10
6403,Evening,Medium,20
6404,Morning,Low,5
6405,Evening,High,30
6406,Evening,Low,10
6407,Evening,Medium,20
6408,Morning,Low,5
6409,Afternoon,Low,5
6410,Evening,Medium,20
6411,Evening,High,30
6412,Afternoon,Low,5
6413,Evening,Medium,20
6414,Afternoon,Low,5
6415,Morning,Medium,10
6416,Evening,Medium,20
6417,Afternoon,Low,5
6418,Evening,Low,10
6419,Morning,Low,5
6420,Morning,Low,5
6421,Afternoon,Low,5
6422,Evening,Medium,20
6423,Evening,Medium,20
6424,Morning,Low,5
6425,Morning,Low,5
6426,Afternoon,Low,5
6427,Afternoon,Low,5
6428,Afternoon,Low,5
6429,Morning,High,15
6430,Evening,Medium,20
6431,Afternoon,Low,5
6432,Evening,High,30
6433,Morning,Medium,10
6434,Afternoon,Low,5
6435,Morning,Low,5
6436,Afternoon,Low,5
6437,Afternoon,Low,5
6438,Morning,Low,5
6439,Afternoon,Low,5
6440,Morning,Low,5
6441,Morning,Low,5
6442,Afternoon,Low,5
6443,Evening,High,30
6444,Morning,Low,5
6445,Afternoon,Low,5
6446,Afternoon,Low,5
6447,Evening,Low,10
6448,Evening,Medium,20
6449,Morning,Low,5
6450,Evening,Low,10
6451,Afternoon,Medium,10
6452,Evening,Medium,20
6453,Morning,Low,5
6454,Evening,Medium,20
6455,Morning,Medium,10
6456,Morning,Low,5
6457,Evening,Medium,20
6458,Afternoon,Low,5
6459,Morning,Low,5
6460,Evening,Medium,20
6461,Afternoon,Low,5
6462,Evening,High,30
6463,Evening,Low,10
6464,Afternoon,Low,5
6465,Morning,Low,5
6466,Morning,High,15
6467,Afternoon,Low,5
6468,Afternoon,Low,5
6469,Evening,Medium,20
6470,Evening,High,30
6471,Afternoon,Low,5
6472,Afternoon,Low,5
6473,Afternoon,Medium,10
6474,Afternoon,Medium,10
6475,Evening,Medium,20
6476,Afternoon,Low,5
6477,Afternoon,Low,5
6478,Morning,High,15
6479,Evening,Medium,20
6480,Afternoon,Low,5
6481,Afternoon,Low,5
6482,Afternoon,Medium,10
6483,Morning,Medium,10
6484,Evening,High,30
6485,Afternoon,Low,5
6486,Evening,High,30
6487,Morning,Medium,10
6488,Afternoon,Low,5
6489,Evening,High,30
6490,Evening,Low,10
6491,Evening,Low,10
6492,Afternoon,Medium,10
6493,Afternoon,Medium,10
6494,Evening,High,30
6495,Afternoon,Low,5
6496,Afternoon,Low,5
6497,Afternoon,Low,5
6498,Evening,High,30
6499,Evening,Medium,20
6500,Morning,Low,5
6501,Afternoon,Low,5
6502,Morning,Medium,10
6503,Evening,Low,10
6504,Morning,High,15
6505,Morning,Low,5
6506,Afternoon,Low,5
6507,Afternoon,Medium,10
6508,Morning,Low,5
6509,Evening,Medium,20
6510,Evening,High,30
6511,Afternoon,Low,5
6512,Evening,Medium,20
6513,Evening,Medium,20
6514,Evening,High,30
6515,Morning,Medium,10
6516,Evening,Medium,20
6517,Evening,Low,10
6518,Evening,High,30
6519,Afternoon,Medium,10
6520,Afternoon,Low,5
6521,Evening,High,30
6522,Evening,Medium,20
6523,Afternoon,Medium,10
6524,Morning,Low,5
6525,Morning,High,15
6526,Afternoon,Low,5
6527,Evening,Low,10
6528,Evening,High,30
6529,Morning,Low,5
6530,Evening,Medium,20
6531,Morning,Low,5
6532,Morning,High,15
6533,Morning,Low,5
6534,Evening,High,30
6535,Morning,Medium,10
6536,Afternoon,Low,5
6537,Evening,Low,10
6538,Afternoon,Low,5
6539,Morning,Low,5
6540,Morning,Low,5
6541,Morning,Low,5
6542,Morning,Low,5
6543,Afternoon,Low,5
6544,Evening,Medium,20
6545,Morning,Low,5
6546,Afternoon,Low,5
6547,Morning,High,15
6548,Afternoon,Low,5
6549,Evening,Medium,20
6550,Afternoon,Low,5
6551,Afternoon,Medium,10
6552,Morning,Medium,10
6553,Afternoon,Low,5
6554,Afternoon,Low,5
6555,Morning,High,15
6556,Afternoon,Low,5
6557,Morning,Low,5
6558,Evening,Medium,20
6559,Afternoon,Low,5
6560,Evening,Low,10
6561,Afternoon,Low,5
6562,Evening,High,30
6563,Evening,Medium,20
6564,Afternoon,Low,5
6565,Afternoon,Low,5
6566,Afternoon,Medium,10
6567,Evening,High,30
6568,Evening,Low,10
6569,Morning,High,15
6570,Morning,Medium,10
6571,Afternoon,Low,5
6572,Evening,Medium,20
6573,Evening,High,30
6574,Morning,Low,5
6575,Morning,Medium,10
6576,Evening,High,30
6577,Morning,Medium,10
6578,Afternoon,Medium,10
6579,Evening,Medium,20
6580,Afternoon,Medium,10
6581,Afternoon,Low,5
6582,Evening,High,30
6583,Afternoon,Low,5
6584,Morning,Low,5
6585,Afternoon,Low,5
6586,Evening,High,30
6587,Afternoon,Low,5
6588,Evening,High,30
6589,Afternoon,Medium,10
6590,Afternoon,Medium,10
6591,Morning,Low,5
6592,Evening,Medium,20
6593,Evening,Medium,20
6594,Afternoon,Medium,10
6595,Evening,Low,10
6596,Evening,Medium,20
6597,Evening,High,30
6598,Evening,Medium,20
6599,Morning,Low,5
6600,Evening,High,30
6601,Evening,Medium,20
6602,Evening,High,30
6603,Morning,Medium,10
6604,Afternoon,Medium,10
6605,Evening,Medium,20
6606,Morning,Medium,10
6607,Evening,Medium,20
6608,Afternoon,Low,5
6609,Afternoon,Low,5
6610,Morning,Low,5
6611,Afternoon,Low,5
6612,Morning,Low,5
6613,Evening,Low,10
6614,Afternoon,Low,5
6615,Afternoon,Medium,10
6616,Evening,Medium,20
6617,Morning,Low,5
6618,Morning,Low,5
6619,Afternoon,Medium,10
6620,Afternoon,Low,5
6621,Afternoon,Low,5
6622,Afternoon,Low,5
6623,Afternoon,Medium,10
6624,Afternoon,Low,5
6625,Afternoon,Low,5
6626,Afternoon,Low,5
6627,Afternoon,Low,5
6628,Afternoon,Low,5
6629,Evening,Low,10
6630,Evening,Medium,20
6631,Afternoon,Medium,10
6632,Evening,High,30
6633,Afternoon,Low,5
6634,Morning,Low,5
6635,Morning,High,15
6636,Morning,Medium,10
6637,Afternoon,Low,5
6638,Afternoon,Low,5
6639,Morning,Medium,10
6640,Evening,High,30
6641,Afternoon,Low,5
6642,Afternoon,Medium,10
6643,Afternoon,Low,5
6644,Morning,High,15
6645,Afternoon,Low,5
6646,Evening,Low,10
6647,Evening,Low,10
6648,Morning,Low,5
6649,Afternoon,Low,5
6650,Afternoon,Low,5
6651,Afternoon,Low,5
6652,Afternoon,Medium,10
6653,Afternoon,Low,5
6654,Afternoon,Low,5
6655,Afternoon,Low,5
6656,Evening,High,30
6657,Morning,Low,5
6658,Morning,Low,5
6659,Afternoon,Low,5
6660,Afternoon,Medium,10
6661,Evening,Medium,20
6662,Evening,Medium,20
6663,Morning,Low,5
6664,Afternoon,Medium,10
6665,Evening,Low,10
6666,Evening,High,30
6667,Afternoon,Medium,10
6668,Afternoon,Low,5
6669,Afternoon,Low,5
6670,Afternoon,Low,5
6671,Morning,Low,5
6672,Morning,Low,5
6673,Afternoon,Low,5
6674,Morning,High,15
6675,Afternoon,Low,5
6676,Morning,High,15
6677,Morning,Low,5
6678,Morning,Low,5
6679,Morning,High,15
6680,Morning,Medium,10
6681,Afternoon,Low,5
6682,Morning,Low,5
6683,Afternoon,Low,5
6684,Afternoon,Low,5
6685,Afternoon,Low,5
6686,Evening,High,30
6687,Afternoon,Low,5
6688,Evening,Medium,20
6689,Afternoon,Low,5
6690,Morning,Medium,10
6691,Afternoon,Low,5
6692,Evening,Medium,20
6693,Morning,Low,5
6694,Afternoon,Medium,10
6695,Afternoon,Medium,10
6696,Afternoon,Low,5
6697,Evening,High,30
6698,Evening,High,30
6699,Afternoon,Medium,10
6700,Evening,High,30
6701,Morning,Low,5
6702,Afternoon,Low,5
6703,Afternoon,Low,5
6704,Morning,High,15
6705,Evening,Low,10
6706,Afternoon,Low,5
6707,Evening,Low,10
6708,Evening,Medium,20
6709,Afternoon,Low,5
6710,Afternoon,Medium,10
6711,Afternoon,Low,5
6712,Evening,Medium,20
6713,Morning,Low,5
6714,Morning,Low,5
6715,Afternoon,Low,5
6716,Afternoon,Low,5
6717,Afternoon,Low,5
6718,Afternoon,Medium,10
6719,Afternoon,Low,5
6720,Afternoon,Medium,10
6721,Afternoon,Medium,10
6722,Morning,Medium,10
6723,Morning,Low,5
6724,Evening,High,30
6725,Afternoon,Low,5
6726,Morning,Low,5
6727,Afternoon,Low,5
6728,Morning,High,15
6729,Afternoon,Medium,10
6730,Evening,Low,10
6731,Afternoon,Low,5
6732,Morning,Low,5
6733,Evening,Medium,20
6734,Morning,Medium,10
6735,Afternoon,Low,5
6736,Evening,High,30
6737,Morning,Low,5
6738,Afternoon,Low,5
6739,Afternoon,Low,5
6740,Afternoon,Low,5
6741,Morning,Low,5
6742,Afternoon,Low,5
6743,Afternoon,Low,5
6744,Afternoon,Low,5
6745,Afternoon,Low,5
6746,Evening,High,30
6747,Evening,High,30
6748,Morning,High,15
6749,Afternoon,Medium,10
6750,Evening,Medium,20
6751,Afternoon,Low,5
6752,Afternoon,Medium,10
6753,Afternoon,Medium,10
6754,Evening,Medium,20
6755,Morning,Medium,10
6756,Afternoon,Medium,10
6757,Morning,Low,5
6758,Evening,Medium,20
6759,Morning,High,15
6760,Afternoon,Low,5
6761,Afternoon,Low,5
6762,Evening,High,30
6763,Afternoon,Medium,10
6764,Afternoon,Low,5
6765,Evening,Medium,20
6766,Afternoon,Medium,10
6767,Afternoon,Medium,10
6768,Morning,Low,5
6769,Morning,Medium,10
6770,Afternoon,Medium,10
6771,Evening,Medium,20
6772,Morning,Medium,10
6773,Afternoon,Medium,10
6774,Afternoon,Low,5
6775,Afternoon,Low,5
6776,Evening,Low,10
6777,Morning,Medium,10
6778,Morning,Low,5
6779,Afternoon,Low,5
6780,Afternoon,Low,5
6781,Afternoon,Low,5
6782,Morning,Low,5
6783,Afternoon,Medium,10
6784,Evening,High,30
6785,Afternoon,Medium,10
6786,Evening,High,30
6787,Evening,High,30
6788,Afternoon,Medium,10
6789,Afternoon,Low,5
6790,Evening,Medium,20
6791,Morning,Medium,10
6792,Afternoon,Low,5
6793,Evening,Medium,20
6794,Morning,Low,5
6795,Afternoon,Low,5
6796,Morning,Medium,10
6797,Evening,High,30
6798,Afternoon,Medium,10
6799,Evening,Medium,20
6800,Morning,Low,5
6801,Afternoon,Medium,10
6802,Evening,Medium,20
6803,Afternoon,Low,5
6804,Evening,Low,10
6805,Morning,Low,5
6806,Evening,Low,10
6807,Evening,Medium,20
6808,Evening,Medium,20
6809,Afternoon,Medium,10
6810,Evening,High,30
6811,Morning,Medium,10
6812,Afternoon,Low,5
6813,Morning,High,15
6814,Afternoon,Medium,10
6815,Morning,High,15
6816,Evening,High,30
6817,Afternoon,Low,5
6818,Evening,Medium,20
6819,Morning,High,15
6820,Evening,High,30
6821,Morning,Low,5
6822,Evening,High,30
6823,Evening,High,30
6824,Evening,Low,10
6825,Morning,High,15
6826,Afternoon,Medium,10
6827,Evening,Medium,20
6828,Morning,Medium,10
6829,Afternoon,Low,5
6830,Afternoon,Low,5
6831,Afternoon,Low,5
6832,Evening,High,30
6833,Morning,Low,5
6834,Afternoon,Low,5
6835,Morning,Medium,10
6836,Afternoon,Medium,10
6837,Evening,High,30
6838,Afternoon,Medium,10
6839,Evening,Medium,20
6840,Morning,Low,5
6841,Morning,High,15
6842,Morning,Low,5
6843,Evening,Low,10
6844,Evening,Low,10
6845,Afternoon,Low,5
6846,Evening,Medium,20
6847,Evening,High,30
6848,Afternoon,Low,5
6849,Evening,High,30
6850,Afternoon,Low,5
6851,Afternoon,Low,5
6852,Morning,Low,5
6853,Morning,Low,5
6854,Evening,Low,10
6855,Afternoon,Low,5
6856,Morning,High,15
6857,Afternoon,Low,5
6858,Evening,High,30
6859,Morning,Low,5
6860,Morning,Low,5
6861,Morning,Medium,10
6862,Afternoon,Medium,10
6863,Evening,High,30
6864,Evening,High,30
6865,Morning,Medium,10
6866,Evening,Medium,20
6867,Evening,Medium,20
6868,Afternoon,Low,5
6869,Evening,Medium,20
6870,Afternoon,Low,5
6871,Evening,High,30
6872,Evening,Low,10
6873,Evening,High,30
6874,Evening,High,30
6875,Morning,High,15
6876,Afternoon,Low,5
6877,Morning,Low,5
6878,Afternoon,Low,5
6879,Afternoon,Medium,10
6880,Morning,High,15
6881,Afternoon,Low,5
6882,Morning,Low,5
6883,Afternoon,Low,5
6884,Afternoon,Low,5
6885,Evening,Medium,20
6886,Morning,Medium,10
6887,Evening,Low,10
6888,Afternoon,Medium,10
6889,Morning,Medium,10
6890,Evening,High,30
6891,Morning,Low,5
6892,Morning,High,15
6893,Evening,Low,10
6894,Afternoon,Low,5
6895,Afternoon,Low,5
6896,Afternoon,Low,5
6897,Morning,Low,5
6898,Afternoon,Low,5
6899,Afternoon,Medium,10
6900,Morning,Low,5
6901,Morning,Medium,10
6902,Afternoon,Medium,10
6903,Evening,Medium,20
6904,Afternoon,Low,5
6905,Afternoon,Low,5
6906,Afternoon,Medium,10
6907,Morning,High,15
6908,Evening,High,30
6909,Morning,Medium,10
6910,Morning,Medium,10
6911,Evening,High,30
6912,Evening,High,30
6913,Evening,Medium,20
6914,Morning,Low,5
6915,Morning,Low,5
6916,Afternoon,Low,5
6917,Evening,High,30
6918,Afternoon,Medium,10
6919,Evening,Low,10
6920,Morning,Medium,10
6921,Evening,Low,10
6922,Afternoon,Low,5
6923,Afternoon,Low,5
6924,Afternoon,Medium,10
6925,Afternoon,Medium,10
6926,Morning,High,15
6927,Evening,High,30
6928,Afternoon,Low,5
6929,Morning,Low,5
6930,Morning,Low,5
6931,Afternoon,Medium,10
6932,Morning,Low,5
6933,Morning,Low,5
6934,Morning,Medium,10
